Latin;English;References;English Latin Pair Matches;Misspelling
Nodus;Knot, A;;;
Noe;Noah;;;
Noluntas;Unwillingness,;;;
Nomen;Name, A;;;
Nominare;Name, To;;;
Non;Not; H.59. T. 483.;TRUE;
Nonna;Nun;;TRUE;
Nonus;Ninth;;TRUE;
Noph;Noph;;TRUE;
Nordberg;Nordberg;;TRUE;
Norma;Eule, A;;;TRUE
Nosocomium;Infirmary;;;
Nosse;Know;;TRUE;
Nota;Mark, A;;;
Notare;Mark, To;;TRUE;
Notio;Notion; T. 18. 23. 31:2.;TRUE;
Notitia;Acquaintance; T. 680. 698. D. 3674. 4057. See also under Know - nosse.;;
Nova Hierosolyma;Ncw Jerusalem; T.851e.;;
Nova ecclesia;New Church;;;
Nova terra;New earth;;;
Novacula;Razor;;TRUE;
Novale;Fallow - land; M.522.;;
Novalista;Newsmonger;;TRUE;
Novella;Newspaper;;TRUE;
Novem;Nine;;TRUE;
Noverca;Stepmother;;TRUE;
Novilunium;New moon;;;
Novitius;Novitiate;;TRUE;
Novum coelum;New Heaven;;;
Novum testamentum;New Testament;;TRUE;
Novus;New;;TRUE;
Nox;Night;;TRUE;
Noxa;Injury (see Hurt);;;
Noxius;Hurtful (see Hurt);;;
Nubere;Marry; See also under Wedding.;;
Nubes;Cloud, A; A. 8197. E. 1059:2. 1094.;;
Nubilis;Marriageable;;TRUE;
Nucleus;Kernel;;TRUE;
Nudare;Naked, To make;;TRUE;
Nudatio;Naked, A making;;TRUE;
Nude;Nakedly; M.263:2.;TRUE;
Nuditas;Nakedness;;TRUE;
Nudus;Naked;;TRUE;
Nugae;Trifles;;TRUE;
Nullus;None; T. 453e.;TRUE;
Num;Whether;;TRUE;
Numen;Deity;;TRUE;
Numeralis;Numeral; H. 263.;;
Numerare;Number, To;;;
Numeratio;Numeration;;TRUE;
Numerosus;Numerous;;TRUE;
Numerus;Number;;;
Nummus;Coin D;3101;;
Numularins;Moneychanger;;;TRUE
Nunc;Now H;74;;
Nuncupare;Call, To; T. 394e.;;
Nundina;Fair, A;;;
Nuntiare;Report, To;;;
Nuntius;Messenger;;TRUE;
Nuptiae;Wedding;;TRUE;
Nuptialis;Nuptial (see Wedding);;;
Nuptus;Wedlock;;TRUE;
Nurus;Daughter-in-law;;TRUE;
Nusquam;Never H; 54. 61. T. 564.;;
Nutare;Nod, To;;TRUE;
Nutrire;Nourish;;;
Nutritio;Nutrition (see Nourish);;;
Nutrix;Nurse, A;;;
Nux;Nut;;TRUE;
Nyctalopia;Nyctalopia;;TRUE;
Nympha;Nymph; H. 108:2.;TRUE;
O;O;;TRUE;
Ob;On account of; H.98.;TRUE;
Obducere;Overlay;;TRUE;
Obductio;Overlaying, An;;TRUE;
Obdurare;Harden;;TRUE;
Obed Edom;Obed Edom;;TRUE;
Obedire;Obey;;TRUE;
Obedientia;Obedience; A. 568e.;TRUE;
Obesitas;Dullness;;;
Obesus;Dull; Stupid.;TRUE;
Obex;Bolt, A; M. 79:5.;;
Obfirmare;Harden;;;
Obfirmatio;Hardening, A;;;
Obfuscare;Darken; A. 4099:2. E. 832:4.;TRUE;
Obfuscatio;Darkening, A;;;
Obire;Die;;TRUE;
Obire;Perform;;;
Obitus;Death (see Die);;;
Objecto;Objection;;TRUE;
Objurgare;Scold, To;;;
Objurgatio;Reproach (see Scold);;;
Oblatio;Oblation;;TRUE;
Oblectamentum;Delight;;;
Oblectare;Delight, To; A. 8115. E. 768:23.;;
Obligare;Bind up; - Oblige. A. 8054:2.;TRUE;
Obligatio;Obligation;;TRUE;
Oblinere;Smear, to;;;
Oblique;Obliquely;;TRUE;
Obliquitas;Obliquity;;TRUE;
Obliquus;Oblique;;TRUE;
Obliterare;Obliterate;;TRUE;
Obliteratio;M;307;;
Oblivio;Forgetfulness, Oblivion; M.307.;TRUE;
Oblivisci;Forget;;TRUE;
Oblongus;Oblong;;TRUE;
Obnixe;Obstinately;;;
Obnixitas;Obstinacy;;;
Obnixus;Steadfast (see Obstinacy);;;
Obolus;Obolus;;TRUE;
Oboriri;Spring up; T. 335:2;TRUE;
Obryzum;Fine gold;;TRUE;
Obscoenus;Obscene;;TRUE;
Obscurare;Obscure, To;;TRUE;
Obscuratio;Obscuration;;TRUE;
Obscuritas;Obscurity;;TRUE;
Obscurus;Obscure;;TRUE;
Obsequi;Comply;;TRUE;
Obsequium;Compliance; E. 1053:3.;TRUE;
Observare;Observe;;TRUE;
Observatio;Observation; H. 33e.;TRUE;
Obsessio;Obsession;;TRUE;
Obsessor;Obsessor;;;
Obsidere;Obsess;;TRUE;
Obsidio, Obsidium;Seige;;;
Obsignare;Seal up;;TRUE;
Obsipare;Block up; A. 8297. T. 9.;TRUE;
Obsolescere;Obsolete; T.657:2. 687:2. (ruinous). T.639e.;TRUE;
Obstaculum;Obstacle;;TRUE;
Obstare;Obstacle, To be an;;TRUE;
Obstetricari;Midwife, To act as;;TRUE;
Obstetricatus;Midwifery;;TRUE;
Obstetrix;Midwife;;TRUE;
Obstinate;Obstinately,;;;
Obstinatio;Obstinacy;;TRUE;
Obstinatus;Obstinate;;TRUE;
Obstipatio;Obstruction (see Block up); A. 8138.;;
Obstrepere;Resound; T. 112:3;TRUE;
Obstringere;Blind; T. 73.;;
Obstructio;Obstruction;;;
Obstruere;Obstruct;;TRUE;
Obstupescentia;Amazement;;;
Obstupescere;Cover, To; A. 10583. E. 283:6.;;
Obtemperare;Temper, To;;;
Obtenbratio;Darkness;;;TRUE
Obtenebrare;Darken; H. 481:4;TRUE;
Obtestare;Protest, To;;;
Obtinere;Obtain;;TRUE;
Obtrectator;Detractor;;TRUE;
Obturare;Stop up; T. 569:3.;;
Obvelare;Veil, To;;;
Obvenire;Happen;;TRUE;
Obviam;Meet; A. 7308. 8227.;;
Obvius;Meeting; (an obstacle) T. 161:2.;;
Obvolutio;Covering (see wrap);;;
Obvolvere;Wrap;;TRUE;
Occaecare;Blind; To.;;
Occaecatio;Blindness;;TRUE;
Occare;Harrow, To;;;
Occasio;Occasion;;TRUE;
Occasionalis;Occasional; T. 178:2.;TRUE;
Occasus;Setting, A;;;
Occidens;West;;;
Occidentalis;Western;;TRUE;
Occidere;Kill;;TRUE;
Occidere;Set, To;;;
Occipitium;Occiput;;TRUE;
Occiso;Killing, A;;TRUE;
Occisor;Killer, A;;;
Occlusio;Closing up, A;;;
Occudere;Close up, To; E.1056. 1057e. 1059:2;;TRUE
Occultare;Hide;;TRUE;
Occultatio;Hiding, A;;;
Occulto;Secretly( see Hide);;;
Occultus;Hidden;;;
Occumbere;Fall down;;TRUE;
Occupare;Occupy;;TRUE;
Occupatio;Occupation;;TRUE;
Occurrere;Meet;;;
Oceanus;Ochim; T. 787.;;
Ochim;Ochim;;TRUE;
Octavus;Eighth;;TRUE;
Octo;Eight;;TRUE;
Octodecim;Eighteen;;TRUE;
Octoginta;Eighty;;TRUE;
Octogonus;Octagonal;;;
Oculus;Eye;;TRUE;
Odi;Hate, To;;;
Odium;Hatred;;TRUE;
Odor;Odour; D. 3428.;TRUE;
Odorare, Odorari;To smell (see Odour);;;
Odoratio;Smelling (see Odour);;;
Odoratus;Smell (see Odour);;;
Odoriferus;Odoriferous;;TRUE;TRUE
Oeconomicus;Economical; T. 55.;TRUE;
Oeconomus;Steward;;TRUE;
Oecumenicus;Oecumenical; T. 632e.;;
Oedipus;Oedipus;;TRUE;
Oesophagus;Oesophagus;;TRUE;
Oestrus;Heat;;TRUE;
Offa;Morsel; T. 629e.;;
Offendere;Meet;;TRUE;
Offendiculum;Stumbling - block;;;
Offerre;Offer, To;;;
Officiarius;Officer, Official;;;
Officina;Shop;;TRUE;
Officiositas;Courtesy, Obligingness;;;
Officium;Office;;;
Offula;Morsel; T. 453:2.;;
Og;Og;;TRUE;
Ohola;Ahola;;TRUE;
Oholibah;Abolibah;;;
Olea;Olive - tree;;;
Olei lignum;Olive wood;;;
Olei, Arbor;Oil tree;;;
Oleosus;Oily;;TRUE;
Olere;Smell, To;;;
Oleum;Oil;;TRUE;
Olfacere;Smell, To;;;
Olfactus;Smell;;TRUE;
Olim;Formerly;;TRUE;
Oliva;Olive;;TRUE;
Olivetum;Olive - grove;;;
Olla;Pot;;TRUE;
Olor;Swan;;;
Olus;Vegetable;;TRUE;
Olympiacus;Olympic;;TRUE;
Olympus;Olympus;;TRUE;
Omen;Omen;;;
Omer;Omer;;TRUE;
Ominari;Forebode;;TRUE;
Omittere;Omit;;TRUE;
Omnino;Altogether; H. 101. 212. T. 528.;TRUE;
Omnipotens;Omnipotent;;TRUE;
Omnipotentia;Omnipotence;;TRUE;
Omnipraesens;Omnipresent;;TRUE;
Omnipraesentia;Omnipresence;;TRUE;
Omnis;All; (every). A. 4712. T. 593. 650. (everyone). T. 616e.;TRUE;
Omniscientia;Omniscience;;TRUE;
Omniscius;Omniscient;;TRUE;
On;On; A. 5332.;;
Onager;Wild ass;;;
Onan;Onan;;TRUE;
Onerare;Lade, To (see Burden);;;
Onjectus;Object, An;;;TRUE
Objicere;Object, To;;TRUE;
Onus;Burden; E.208:7.;TRUE;
Onyche;Onycha;;TRUE;
Opacus;Opaque;;TRUE;
Opalinus;Opaline; M.315:3.;TRUE;
Opera;Work;;TRUE;
Operari;Operate;;;
Operarius;Workman;;TRUE;
Operatio;Operation;;TRUE;
Operimentum, Opertura;Covering, A;;;
Operire;Cover, To; A. 8278. E. 283:7.;;
Opes;Wealth (see Aid - ops);;;
Ophir;Ophir;;TRUE;
Opifex;Workman;;TRUE;
Opificium;Workmanship;;TRUE;
Opimitas;Abundance;;TRUE;
Opinari;Opine;;TRUE;
Opinio;Opinion;;TRUE;
Opipare;Luxuriously, To live; A. 4459:6.;TRUE;
Opitulari;Aid, To;;;
Opitulatio;Aid;;TRUE;
Oportet;Necessary; H. 223. 270:2. M. 298. 308e. R. 962. T. 483:2. 510. 526. 538. 588.;TRUE;
Oppignerare;Pledge, To;;TRUE;
Opplere;Fill;;;
Oppletura;Filling, A;;;
Opponere;Oppose;;TRUE;
Opportunus;Opportune;;TRUE;
Oppositio;Opposition; See also under Opposite.;;
Oppositus;Opposite;;TRUE;
Oppressio;Oppression;;TRUE;
Oppressor;Oppressor;;TRUE;
Opprimere;Oppress;;TRUE;
Opprobrium;Reproach;;TRUE;
Oppugnare;Attack, To;;;
Oppugnatio;Attack, An;;;
Ops;Aid; E. 514. 840:3. 1145:3. 1154.;TRUE;
Optare;Wish, To;;TRUE;
Optic;Option; A. 2922.;TRUE;
Opticus;Optic;;TRUE;
Optimus;Best;;TRUE;
Opulentia;Opulence;;;
Opulentus;Opulent;;TRUE;
Opus;Work, A;;;
Opusculum;Work, A little;;;
Ora;Edge;;TRUE;
Oraculum;Oracle; T. 182e.;TRUE;
Oralis;Oral;;TRUE;
Orare;Pray;;TRUE;
Oratio Domini, Oratio Dominica;Lord's prayer;;;
Oratio;Prayer; - Exhortation. C.J. 45. P. 258:3. T. 526.;TRUE;
Orator;Orator;;TRUE;
Oratorius;Prayer - like; B. 52. T. 798:8.;;
Orbare;Bereave;;TRUE;
Orbicularis;Orbicular;;TRUE;
Orbiculus;Disk; - Globe.;;
Orbis;World; T. 475:4. 674. 695:4. (Its three parts. T. 636).;;
Orbita;Orbit;;TRUE;
Orbitas;Bereavement;;TRUE;
Orchestra;Orchestra;;TRUE;
Orcus;Lower regions;;;
Ordinare;Ordinate;;TRUE;
Ordinarie;Ordinarily;;TRUE;
Ordinarius;Ordinary; A. 1885.;TRUE;
Ordinate;Ordinately;;TRUE;
Ordinatio;Ordination;;TRUE;
Ordiri;Begin; D. 2966e.;TRUE;
Ordo;Order;;TRUE;
Organice;Organically;;TRUE;
Organicus;Organic;;TRUE;
Organismus;Organism;;TRUE;
Organista;Organist;;TRUE;
Organizare;Organize; M. 416:4. T. 12:4.;TRUE;TRUE
Organizatio;Organization;;TRUE;
Organum;Organ; - Organ (the musical instrument).;TRUE;
Orgia;Orgy;;;
Oriens;East;;TRUE;
Orientalis;Oriental;;TRUE;
Originalis;Original;;TRUE;
Originarius;Originary; M. 399.;TRUE;
Originitus;Originally;;TRUE;
Origo;Origin;;TRUE;
Orion;Orion;;TRUE;
Oriri;Rise, To;;;
Ornamentum;Ornament;;;
Ornare;Ornament, To;;TRUE;
Ornatus;Ornament;;;
Orphanotrophia;Orphanage; D. Wis. xi. a.5.;TRUE;
Orphanus;Orphan;;TRUE;
Orthodoxe;Orthodoxly;;TRUE;
Orthodoxia;Orthodoxy; T. 37:7;;
Orthodoxus;Orthodox; T. 639:2;TRUE;
Ortivus;Rising;;;
Ortus;Rising, A,;;;
Os;Bone;;TRUE;
Os;Mouth;;TRUE;
Oscen;Singing - bird;;;
Oscitare;Gape;;TRUE;
Oscitatio;Listlessness (see Gape);;;
Osculare;Kiss, To;;;
Osculatio;Kissing, A;;;
Osor;Hater;;TRUE;
Osseus;Bony;;TRUE;
Ossificatus;Ossified (see Bone);;;
Ostendere;Show, To;;;
Ostium;Door;;TRUE;
Ostraea;Oyster;;;TRUE
Otiosus;Idle; J.(Post.) 338.;TRUE;
Otium;Idleness;;;
Ovalis;Oval;;TRUE;
Ovatio;Ovation;;TRUE;
Ovidius;Ovid;;TRUE;
Ovilis;Sheepfold;;TRUE;
Ovis;Sheep;;TRUE;
Ovulum;Ovule;;TRUE;
Ovum;Egg;;TRUE;
Oxford;Oxford;;TRUE;
Pabulum;Fodder;;TRUE;
Pacificus;Peaceful;;;
Pactus;Compact; M. 480. D. 3794. 4635.;;
Paddan Aram;Paddan Aram;;TRUE;
Paesach;Passover;;;
Paganice;Paganly;;TRUE;
Paganismus;Paganism;;TRUE;
Paganus;Pagan;;TRUE;
Pagina;Page; H. 240. T. 444.;TRUE;
Palaestina;Palestine;;TRUE;
Palaestra;Palaestra;;TRUE;
Palaestricus;Wrestling (see Palaestra);;;
Palam;openly;;;
Palatium;Palace;;;
Palatum;Palate;;TRUE;
Palea;Chaff; E. 1050:2.;TRUE;
Palla;Robe;;TRUE;
Palladium;Palladium; T. 177e. 634e. 759:2.;TRUE;
Pallas;Pallas;;TRUE;
Pallescere;Pale, To grow;;TRUE;
Palliative;Palliatively;;TRUE;
Palliativus;Palliative;;TRUE;
Pallide;Pallidly (see Pale);;;
Pallidus;Pale;;;
Pallium;Cloak, A;;;
Pallor;Pallor (see Pale);;;
Palma;Palm; Coro. 21.x.;TRUE;
Palmes;Shoot, A; H.81.;;
Palmus;Palm;;TRUE;
Palpare;Feel;;TRUE;
Palpebra;Eyelash;;TRUE;
Palpitare;Palpitate; M. 10:4. T. 119:2.;TRUE;
Paludinosus;Marshy;;TRUE;
Palus;Marsh;;;
Palus;Stake, A;;;
Pampineus;Tendril;;TRUE;
Pancreas;Pancreas;;TRUE;
Pancreaticus;Pancreatic;;TRUE;
Panegyricus;Panegyric;;;
Panicus;Panic;;TRUE;
Panis;Bread;;TRUE;
Pannag;Pannag;;TRUE;
Panniculetum;Handkerchief (see Rag);;;
Panniculus;Pannicle; - Piece of cloth (see Rag).;TRUE;
Pannus;Rag; R.962.;;
Pantheon;Pantheon;;TRUE;
Panthera;Panther;;TRUE;
Pantherinus;Pantherine;;TRUE;
Papa;Pope;;TRUE;
Papalis;Papal;;TRUE;
Papatus;Papacy;;TRUE;
Papilio;Butterfly;;TRUE;
Papilla;Nipple;;TRUE;
Papista;Papist;;TRUE;
Papisticus;Papistical;;TRUE;
Papula;Pimple;;TRUE;
Papyrus;Paper - reed;;;
Par;Equal;;TRUE;
Par;Pair;;;
Parabola;Parable; - Parabola.;TRUE;
Parabolicus;Parabolical;;TRUE;
Parabolizare;Parabolize;;TRUE;TRUE
Paracletus;Comforter; A. 9818:9.;TRUE;
Paradisiacus;Paradisiacal;;TRUE;
Paradisus;Paradise;;TRUE;
Paradoxon;Paradox; H. 191.;;
Paragraphus;Paragraph;;;
Parallelus;Parallel; T. 520:2.;TRUE;
Parallesismus;Parallelism;;TRUE;TRUE
Paralysis;Paralysis;;TRUE;
Paralyticus;Paralytic;;TRUE;
Paran;Paran;;TRUE;
Parare;Prepare;;TRUE;
Parasang;Parasang;;;
Parcere;Spare, To;;;
Pardus;Leopard;;;
Parens;Parent;;TRUE;
Parentator;Panegyrist;;TRUE;
Parenthesis;Parenthesis,;;;
Parere;Bear, To;;;
Paries;Wall;;TRUE;
Parilis;Like; M. 494:2.;TRUE;
Paris;Paris;;TRUE;
Parisiensis;Parisian;;TRUE;
Parlamentus;Parliament;;TRUE;TRUE
Parisius;Paris;;;TRUE
Parma;Shield, A;;;
Parnassides;Parnassides;;;
Parnassium;Parnassium;;TRUE;
Parnassus;Parnassus;;TRUE;
Parochus;Parish;;TRUE;
Paropsis;Cruse; E.960:2.;;
Paroxysmus;Paroxysm;;TRUE;
Pars;Part;;TRUE;
Parsimonia;Parsimony;;TRUE;
Particeps;Partaker; T. 677.;TRUE;
Participare;Partake; M. 55:7.;TRUE;
Particula;Particle; T. 585:2. 695:3;;
Particularis;Particular;;TRUE;
Partiri;Divide; T. 364:2.;;
Partitio;Division;;;
Parturire;Labour, To be in;;TRUE;
Parum;Little, A;;TRUE;
Parvitas;Littleness; H.420.;TRUE;
Parvulus;Little one;;TRUE;
Parvus;Little;;;
Pascere;Pasture, Feed, To (see Shepherd);;;
Pascha;Passover;;;
Paschalis;Paschal (see Passover);;;
Pascuum;Pasture;;TRUE;
Passer;Sparrow,;;;
Passim;Passim;;TRUE;
Passio iliaca;Colic;;TRUE;
Passio;Passion;;TRUE;
Passive;Passively;;TRUE;
Passivus;Passive;;TRUE;
Passus;Step, A;;;
Pasta;Paste;;TRUE;
Pastor;Shepherd,;;;
Patella;Plate;;TRUE;
Pater;Father;;TRUE;
Patere;Patent, To be;;;
Paterfamilias;Householder; (head of a family). T. 727:2.;TRUE;
Patheticus;Pathetic;;TRUE;
Pathologia;Pathology;;TRUE;
Pathros;Pathros;;TRUE;
Pathrusim;Pathrusim;;TRUE;
Pati;Suffer;;TRUE;
Patiens;Patient;;TRUE;
Patientia;Patience;;TRUE;
Patina;Dish; E.960:13.;TRUE;
Patmos;Patmos;;;
Patrare;Perpetrate;;TRUE;
Patratio;Perpetration;;TRUE;
Patria;Country; E. 1094:2. - Native country.;TRUE;
Patrini;Sponsors; T. 685e.;TRUE;
Patrocinari;Defend; A.9192:5.;TRUE;
Patronus;Patron;;TRUE;
Patruelis;Cousin;;TRUE;
Patulus;Open;;TRUE;
Pau;Pau; A.465Oe.;;
Paucitas;Fewness;;TRUE;
Paucus;Few;;TRUE;
Paulus;Paul;;TRUE;
Pauper;Poor;;TRUE;
Paupertas;Poverty (see Poor);;;
Pavimentum;Pavement; T. 452. 511e;TRUE;
Pavo;Peacock;;TRUE;
Pavor;Dread;;;
Pax;Peace;;TRUE;
Paxillus;Peg, A;;;
Peccare;Sin, To,;;;
Peccatum;Sin;;;
Peccator;Sinner;;TRUE;
Peccatrix;Sin fal;;;
Pectere;Comb, To;;;
Pectorale;Breastplate;;;
Pectus;Breast; E.65:3. 952.;TRUE;
Peculiaris;Peculiar;;TRUE;
Peculium;Peculiar treasure;;TRUE;
Pecunia;Money;;TRUE;
Pecus, pecoris;Cattle; E.282:5 417:7. 1100:14.;;
Pecus, pecudis;Cattle; A. 8078.;TRUE;
Pedetentim;Gradually; T. 508:3.;TRUE;
Pedica;Fetter; T. 123e.;TRUE;
Pediculus;Louse;;TRUE;
Pedissequus;Foot, On;;;
Peditus;(for Peditatus foot); A. 7973.;;TRUE
Pegasus;Pegasus;;TRUE;
Pejerare;Perjure;;TRUE;
Pejor;Worse;;;
Pekin;Pekin;;;
Pelagus;Sea;;TRUE;
Pelecanus;Pelican;;TRUE;
Peleg;Peleg;;TRUE;
Pelistim;Philistim;;;TRUE
Pellex;Concubine, Mistress (see Pellicacy);;;
Pellicatus;Pellicacy;;TRUE;
Pellicere;Allure; A. 1113e. H. 462a:4.;;
Pellicula;Skin;;TRUE;
Pellis;Skin;;TRUE;
Pellucentia;Transparency;;;
Pellucidus;Transparent;;TRUE;
Pelvis;Basin;;TRUE;
Pen;Penn;;TRUE;
Penarius;Storehouse;;;
Penates;Penates;;TRUE;
Pendere;Hang; (pay). T. 432.;;
Pendula;Train;;TRUE;
Pendulus;Hanging;;;
Penetrare;Penetrate;;TRUE;
Penetratio;Penetration;;TRUE;
Peniculamentum;Fringe;;;
Peniel;Peniel;;TRUE;
Penis;Penis;;;
Penitus;Inwardly; M. 44:6. 44:10. 55:6. 81:2. 162. 294:3. T. 455e. 562.;TRUE;
Penna;Feather;;TRUE;
Pennsylvania;Pennsylvania;;TRUE;
Pensitare;Consider; D. 3285. 5918.;TRUE;
Pensum;Portion (see Weigh); T. 453:2.;;
Penuarius;Storehouse;;;
Penuel;Penuel;;TRUE;
Penultimus;Penultimate;;TRUE;
Penuria;Scarcity;;TRUE;
Penus;Store;;TRUE;
Peplum;Veil, A;;;
Per;Through; T. 779. (by). T. 584:2.;TRUE;
Pera;Bag;;TRUE;
Percellere;Smite; - Strike.;TRUE;
Perceptibilis;Perceptible;;TRUE;
Perceptibilitas;Perceptibility;;TRUE;
Perceptio;Perception;;TRUE;
Perceptivus;Perceptive;;TRUE;
Percipere;Perceive;;TRUE;
Percitus;Excited; T. 797:4.;TRUE;
Percutere;Smite;;;
Perdere;Destroy; A. 5135e. 6192e. 6574:3. 6657. 6724:2. 7021e.;;
Perdite;Desperately; M. 79:3. E. 991:6.;TRUE;
Perditio;Perdition (see Destroy); A. 2242:5. 5188:2. 9262e.;;
Perditor;Destroyer; A. 7929.;TRUE;
Perdix;Partridge;;TRUE;
Perdomatio;Subjugation;;TRUE;
Perducere;Lead, To;;;
Perdurare;Last, To;;;
Peregrinari;Sojourn;;TRUE;
Peregrinatio;Sojourning, A;;TRUE;
Peregrinator;Traveller (see Sojourn);;;
Peregrinus;Sojourner; T. 189. - Strange, Foreign (see Sojourn).;TRUE;
Perennis;Perennial;;TRUE;
Perennitas;Perennity;;TRUE;
Perenniter;Constantly; T. 579e.;TRUE;
Perez;Peres;;;
Perez;Perez;;;
Perfectio;Perfection;;TRUE;
Perfectus;Perfect;;TRUE;
Perficere;Perfect, To;;TRUE;
Perfide;Perfidiously;;TRUE;
Perfidus;Perfidious;;TRUE;
Perfodere;Dig through;;;
Perforare;Bore, To; A. 8990. D. 3218. E. 627:10.;;
Performare;Perform;;TRUE;
Pergamus;Pergamos;;TRUE;
Pergere;March, To; (proceed). A. 10585.;;
Perhibere;Assert; M. 182:3. - Attribute, To.;TRUE;
Pericardium;Pericardium;;TRUE;
Periclitari;Danger, To be in A; 4459. 9368. E. 1085:3.;;
Pericranium;Pericranium;;TRUE;
Periculosus;Dangerous;;TRUE;
Periculum;Danger;;TRUE;
Periodicus;Periodical; T. 756:2.;TRUE;
Periodus;Period;;TRUE;
Periosteum;Periosteum;;TRUE;
Peripheria, Peripheries;Circumference;;;
Perire;Perish;;TRUE;
Perisaeus, Perisita;Perizzite;;;
Periscelis;Legband;;;
Peritia;Skill;;TRUE;
Peritonaeum;Peritoneum;;TRUE;
Perla;Pearl;;;
Perlegere;Read through;;;
Perlustrare;Survey, To;;;
Permanens;Permanent;;TRUE;
Permanentia;Permanence;;TRUE;
Permanere;Permanent, To be;;TRUE;
Permeabilitas;Permeability; M. 110e.;TRUE;
Permissio;Permission;;TRUE;
Permittere;Permit;;TRUE;
Pernicies;Ruin;;;
Perniciosus;Ruinous;;TRUE;
Pernoctare;Night, To pass the;;TRUE;
Perpendicularis;Perpendicular;;TRUE;
Perpendiculariter;Perpendicularly;;TRUE;
Perpendiculum;Plummet (see Perpendicular); T. 665.;;
Perpetrare;Perpetrate;;TRUE;
Perpetuitas;Perpetuity;;TRUE;
Perpetuo;Perpetually; H.9.;TRUE;
Perpetuus;Perpetual; H. 72.;TRUE;
Perplexum;Thicket;;;
Perplexus;Entangled (see Thicket);;;
Perrumpere;Break through;;TRUE;
Persecutio;Persecution;;TRUE;
Persentiscere;Perceive;;TRUE;
Persequi;Persecute, Pursue;;TRUE;
Perseverare;Persevere;;TRUE;
Perseveratio;Perseverance, Continuance;;;
Persistere;Persist;;TRUE;
Persona;Person;;TRUE;
Personalis;Personal;;TRUE;
Personalitas;Personality; T. 174:2.;TRUE;
Personare;Personate;;TRUE;
Perspicacitas;(sharp sightedness); D.Min.4749. J. (Post.) 13.;;
Perspicaciter;Clearly;;;
Perspicax;Clearsighted;;;
Perspicere;Clearly, To see;;;
Perspicilla;Spectacles;;TRUE;
Perspicue;Clearly;;;
Perspicuus;Clear;;TRUE;
Perspiratio;Perspiration;;TRUE;
Perstare;Endure;;;
Perstringere;Touch, To;;;
Persuadere;Persuade;;TRUE;
Persuadibilis;Persuadable;;TRUE;TRUE
Persuasio;Persuasion;;TRUE;
Persuasive;Persuasively;;TRUE;
Persuasivus;Persuasive;;TRUE;
Pertinacia;Pertinacity;;TRUE;
Pertinax;Pertinacious;;TRUE;
Pertingere;Reach, To;;;
Perturbare;Disturb; A. 8214.;;
Perturbatio;Disturbance;;;
Pervadere;Pervade;;;
Pervagari;Wander; H. 184e.;;
Perversio;Perversion;;TRUE;
Perversitas;Perversity;;TRUE;
Pervertere;Pervert;;TRUE;
Pervestigare;Search, To;;;
Pervestigatio;Searching, A;;;
Pervidere;See;;TRUE;
Pes;Foot;;TRUE;
Pessimus;Worst;;;
Pessumdare;Destroy; R.498.;TRUE;
Pestiferus;Pestiferous;;;
Pestis;Pestilence;;TRUE;
Petere;Ask;;TRUE;
Petitio;Asking, An;;;
Petra;Rock;;;
Petrosus;Rocky;;TRUE;
Petrus;Peter;;TRUE;
Petulans;Wanton;;TRUE;
Petulanter;Wantonly;;TRUE;
Petulantia;Wantonness;;TRUE;
Phaenomenon;Phenomenon;;TRUE;
Phalanx;Phalanx;;TRUE;
Phaleratus;Trappings, With;;TRUE;
Phantasia;Phantasy;;TRUE;
Phantasma;Phantasm;;TRUE;
Phantasta;Phantastic, A;;TRUE;
Phantasticus;Phantastical;;TRUE;
Pharao;Pharaoh;;TRUE;
Pharetra;Quiver, A;;;
Pharisaeus;Pharisee;;TRUE;
Pharisaicus;Pharisaic;;TRUE;
Pharmaceuticus;Pharmaceutical (see Medicine);;;
Pharmacus;Medicine; T. 665:3.;TRUE;
Pharmaticus;Pharmatic (see Medicine);;;
Phasma;Spectre;;TRUE;
Phiala;Vial; (bottle). T. 617:2.;TRUE;
Phicol;Phicol;;;
Philadelphia;Philadelphia;;TRUE;
Philadelphiensis;Philadelphian;;TRUE;
Philautia;Philautie;;TRUE;
Philippini;Philippians;;TRUE;
Philistaea;Philistia;;TRUE;
Philistaeus;Philistine;;TRUE;
Philosophianaturalis;Natural philosophy;;;TRUE
Philosophare;Philosophize;;TRUE;
Philosophia;Philosophy;;TRUE;
Philosophice;Philosophically;;TRUE;
Philosophicus;Philosophical;;TRUE;
Philosophus;Philosopher; T. 28e.;TRUE;
Philyra;Bark (of a tree);;;
Phlegma;Phlegm;;;
Phoebus;Phoebus;;TRUE;
Phoenix;Phoenix;;;
Phrath;Euphrates;;;
Phrenesis;Frenzy;;;
Phthisis;Phthisis;;;
Phylacterium;Phylactery;;TRUE;
Physice;Physics;;TRUE;
Physicus;Physical;;TRUE;
Pia mater;Pia mater;;;
Pica;Magpie;;TRUE;
Piceus;Pitch - black;;;
Pichiroth;Pihahiroth;;;TRUE
Pictor;Painter;;TRUE;
Pictura;Painting, Picture;;TRUE;
Picturatus;Painted;;TRUE;
Pie;Piously; H.291.;TRUE;
Pietas;Piety;;TRUE;
Pietista;Pietist;;TRUE;
Piger;Lazy;;TRUE;
Pigmentum;Paint;;TRUE;
Pignus;Pledge, A;;;
Pigritia;Laziness;;TRUE;
Pilatus;Pilate;;TRUE;
Pileus;Hat;;TRUE;
Pilosus;Hairy;;;
